"title","location","price","product_url"
"~~SUPER CHEAP SINGLE ROOM AVAILABLE NOW~~","Bermondsey, London","435.7","/p/single-room-flatshare/-super-cheap-single-room-available-now-/1144792750"
"~~SUPER CHEAP SINGLE ROOM AVAILABLE NOW~~","Angel, London","435.7","/p/single-room-flatshare/-super-cheap-single-room-available-now-/1144792104"
"~~SUPER CHEAP SINGLE ROOM AVAILABLE NOW~~","Aldgate, London","435.7","/p/single-room-flatshare/-super-cheap-single-room-available-now-/1144791671"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"~~SUPER CHEAP SINGLE ROOM AVAILABLE NOW~~","Brick Lane, London","435.7","/p/single-room-flatshare/-super-cheap-single-room-available-now-/1144790736"
"~~SUPER CHEAP SINGLE ROOM AVAILABLE NOW~~","Camden, London","435.7","/p/single-room-flatshare/-super-cheap-single-room-available-now-/1144790294"
"Nice double single use &#163;145 pw in the area Caledonian Road","Kentish Town, London","631.765","/p/single-room-flatshare/nice-double-single-use-&#163;145-pw-in-the-area-caledonian-road/1144790048"
"Lovely double single use &#163; 165 pw in the area Holloway Rd","Holloway, London","718.905","/p/single-room-flatshare/lovely-double-single-use-&#163;-165-pw-in-the-area-holloway-rd/1144786261"
"Lovely double single use &#163; 165 pw in the area Holloway Rd","Holloway, London","718.905","/p/single-room-flatshare/lovely-double-single-use-&#163;-165-pw-in-the-area-holloway-rd/1144785161"
"nice big single room","Notting Hill, London","522.84","/p/single-room-flatshare/nice-big-single-room-/1144784980"
"Central London NW1 Master bedroom in flatshare to rent, next to Regent's Park and Warren Street","Camden, London","701.46","/p/single-room-flatshare/central-london-nw1-master-bedroom-in-flatshare-to-rent-next-to-regent-s-park-and-warren-street/1144777420"
"DOUBLE ROOM SINGLE USE 135pw VAUXHALL ALL BILLS INCLUDED AVAILABLE NOW","Kennington, London","588.195","/p/single-room-flatshare/double-room-single-use-135pw-vauxhall-all-bills-included-available-now/1144775476"
"* Brick Lane * Shoreditch *Liverpool St * Twin Room * Bills include *free unlimited wifi * Cleaner","Brick Lane, London","784.26","/p/single-room-flatshare/-brick-lane-shoreditch-liverpool-st-twin-room-bills-include-free-unlimited-wifi-cleaner/1144767924"
"BIG SINGLE ROOM AVAILABLE IN WEST HAMPSTEAD - KILBURN PARK - KILBURN HIGH ROAD","Kilburn, London","871.4","/p/single-room-flatshare/big-single-room-available-in-west-hampstead-kilburn-park-kilburn-high-road/1144752656"
"Single room to rent above a pub in Highbury","Islington, London","435.7","/p/single-room-flatshare/single-room-to-rent-above-a-pub-in-highbury/1144718456"
"Single room available in Fulham","Fulham, London","609.98","/p/single-room-flatshare/single-room-available-in-fulham/1123414893"
"^ Luxurious property, behind Mile End Station","Tower Hamlets, London","784.26","/p/single-room-flatshare/-luxurious-property-behind-mile-end-station/1144697970"
"Paddington - Little Venice - Hyde & Regent's Park - Oxford Street - London City","Westminster, London","914.97","/p/single-room-flatshare/paddington-little-venice-hyde-regent-s-park-oxford-street-london-city/1144695246"
"LOVELY ROOM - SHOREDITCH!! - HUGE LIVING ROOM - GARDEN - PRIVATE LANDLORD","Shoreditch, London","520.0","/p/single-room-flatshare/lovely-room-shoreditch-huge-living-room-garden-private-landlord/1144691926"
"Small 1 bedroom room to let in Camberwell, South London - would ideally suit a student","Camberwell, London","400.0","/p/single-room-flatshare/small-1-bedroom-room-to-let-in-camberwell-south-london-would-ideally-suit-a-student-/1144690164"
"Single room Tower Bridge","Tower Bridge, London","740.69","/p/single-room-flatshare/single-room-tower-bridge/1144674050"
"Large room at Zone 1 for a FEMALE","Lambeth, London","544.625","/p/single-room-flatshare/large-room-at-zone-1-for-a-female-/1144671295"
"Westbourne Park w9. Room available for professional female.","Notting Hill, London","680.0","/p/single-room-flatshare/westbourne-park-w9.-room-available-for-professional-female./1144655158"
"^ QMUL students, this room is for you!!!","Whitechapel, London","566.41","/p/single-room-flatshare/-qmul-students-this-room-is-for-you-/1144650364"
"^Cheap cheap &#163;130, reserve now, Stepney Green / Bethnal Green","Whitechapel, London","566.41","/p/single-room-flatshare/-cheap-cheap-&#163;130-reserve-now-stepney-green-bethnal-green/1144647998"
"Single room to rent in W10","Notting Hill, London","653.55","/p/single-room-flatshare/single-room-to-rent-in-w10/1144643943"
"d. HOLLOWAY/TUFNELL PARK ST**AMAZING SINGLE ROOM**&#163;143 P/W**","Kentish Town, London","579.481","/p/single-room-flatshare/d.-holloway-tufnell-park-st-amazing-single-room-&#163;143-p-w-/1144643196"
"Room avaliable in Kensington Olympia, &#163;600/month all bills included","Shepherds Bush, London","600.0","/p/single-room-flatshare/room-avaliable-in-kensington-olympia-&#163;600-month-all-bills-included/1144604741"
"Single Room to rent in Barons Court","Fulham, London","631.765","/p/single-room-flatshare/single-room-to-rent-in-barons-court-/1144587878"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"Nice Bedroom in Willesden Green I Friendly / 545&#163; + Bills / 1 Person / -5min to the tube","Kilburn, London","545.0","/p/single-room-flatshare/nice-bedroom-in-willesden-green-i-friendly-545&#163;-bills-1-person-5min-to-the-tube/1144585125"
"Room to rent in Brixton","Lambeth, London","522.84","/p/single-room-flatshare/room-to-rent-in-brixton/1144565929"
"ONE BED IN A TRIPLE ROOM TO SHARE WITH TWO GIRLS, AVAILABLE NOW!!! FEMALES ONLY, NO DEPOSIT!!!","Camden, London","435.7","/p/single-room-flatshare/one-bed-in-a-triple-room-to-share-with-two-girls-available-now-females-only-no-deposit-/1144563780"
"Nice Small Single Room in Bethnal Green","Hackney, London","520.0","/p/single-room-flatshare/nice-small-single-room-in-bethnal-green/1144563735"
"COMFORTABLE ROOM IN A GOOD AREA,FRIENDLY AND YOUNG HOUSEMATES.SHORT AND LONG TERM CONTRACTS.","Tower Hamlets, London","653.55","/p/single-room-flatshare/comfortable-room-in-a-good-area-friendly-and-young-housemates.short-and-long-term-contracts./1144553755"
"Single room available in E1 between (WHITECHAPEL &BRICK LANE)","Whitechapel, London","650.0","/p/single-room-flatshare/single-room-available-in-e1-between-whitechapel-brick-lane-/1144523757"
"Single room avaliable from the 21/12/2015","Bethnal Green, London","500.0","/p/single-room-flatshare/single-room-avaliable-from-the-21-12-2015/1144508146"
"**Victorian House double single use &#163; 155 pw **","Holloway, London","675.335","/p/single-room-flatshare/-victorian-house-double-single-use-&#163;-155-pw-/1144499844"
"AVAILABLE NOW!! Single room in Bethnal Green! all included!!","Tower Hamlets, London","653.55","/p/single-room-flatshare/available-now-single-room-in-bethnal-green-all-included-/1144483310"
"Lovely single room in Warwick Avenue!! &#163;155pw all bills included!!","Maida Vale, London","675.335","/p/single-room-flatshare/lovely-single-room-in-warwick-avenue-&#163;155pw-all-bills-included-/1144482563"
"Homely room in a friendly flatshare in Shepherds Bush, all bills included","Shepherds Bush, London","697.12","/p/single-room-flatshare/homely-room-in-a-friendly-flatshare-in-shepherds-bush-all-bills-included/1144471509"
"NW3, Primrose Hill, Lovely room to rent","Camden, London","650.0","/p/single-room-flatshare/nw3-primrose-hill-lovely-room-to-rent/1144466517"
"Nice Single room available Bethnal green 530&#163;","Tower Hamlets, London","530.0","/p/single-room-flatshare/nice-single-room-available-bethnal-green-530&#163;/1144444345"
"NW5 ZONE 2 SINGLE ROOM","Camden, London","600.0","/p/single-room-flatshare/nw5-zone-2-single-room/1144442368"
"SINGLE ROOM ON THE VALE ACTON W3 7RQ VERE NICE FULL FURNISH &#163;120 PW","Acton, London","522.84","/p/single-room-flatshare/single-room-on-the-vale-acton-w3-7rq-vere-nice-full-furnish-&#163;120-pw-/1144332122"
"Generous single room in desirable area","Shepherds Bush, London","500.0","/p/single-room-flatshare/generous-single-room-in-desirable-area/1144307086"
"Big Single Room For Rent","Victoria, London","522.84","/p/single-room-flatshare/big-single-room-for-rent-/1144304532"
"A stunning single room in Edgware Road","Westminster, London","1089.25","/p/single-room-flatshare/a-stunning-single-room-in-edgware-road/1144280738"
"**Victorian House double single use &#163; 155 pw **","Holloway, London","675.335","/p/single-room-flatshare/-victorian-house-double-single-use-&#163;-155-pw-/1144268266"
"NEED TO MOVE AS SOON AS POSSIBLE???!!!SINGLE ROOM AVAILABLE IN FEW DAYS!ALL BILLS INCLUDED!","Tower Hamlets, London","653.55","/p/single-room-flatshare/need-to-move-as-soon-as-possible-single-room-available-in-few-days-all-bills-included-/1144243988"
"ALL INCLUSIVE Single Room with Garden View in a House, 500 metres from Tower Bridge","Tower Bridge, London","697.12","/p/single-room-flatshare/all-inclusive-single-room-with-garden-view-in-a-house-500-metres-from-tower-bridge/1143845213"
"Room to rent in cosy mews house with patio garden","Queens Park, London","750.0","/p/single-room-flatshare/room-to-rent-in-cosy-mews-house-with-patio-garden/1144230426"
"Good size single room available in peckham","Southwark, London","550.0","/p/single-room-flatshare/good-size-single-room-available-in-peckham/1144205519"
"**Victorian House*Dbl Room &#163; 155 pw **","Camden, London","675.335","/p/single-room-flatshare/-victorian-house-dbl-room-&#163;-155-pw-/1144200918"
"**Victorian House*Dbl Room &#163; 155 pw **","Camden, London","675.335","/p/single-room-flatshare/-victorian-house-dbl-room-&#163;-155-pw-/1144200487"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"SINGLE ROOM IN ELEPHANT & CASTLE 120pw ALL BILLS INCLUSIVE !! CALL ME NOW 07473393464","Southwark, London","522.84","/p/single-room-flatshare/single-room-in-elephant-castle-120pw-all-bills-inclusive-call-me-now-07473393464/1144193114"
"NEED TO MOVE AS SOON AS POSSIBLE???!!!SINGLE ROOM AVAILABLE IN FEW DAYS!ALL BILLS INCLUDED!","Tower Hamlets, London","653.55","/p/single-room-flatshare/need-to-move-as-soon-as-possible-single-room-available-in-few-days-all-bills-included-/1144124274"
"Single room in Bethnal Green!! all bills included!!","Tower Hamlets, London","653.55","/p/single-room-flatshare/single-room-in-bethnal-green-all-bills-included-/1144115340"
"Good size single room in peckham","Southwark, London","560.0","/p/single-room-flatshare/good-size-single-room-in-peckham/1144085014"
"**nice single room available from 10/12 between east acton and white city**130pw all bills included*","Shepherds Bush, London","566.41","/p/single-room-flatshare/-nice-single-room-available-from-10-12-between-east-acton-and-white-city-130pw-all-bills-included-/1144074932"
"Amazing single room &#163; 145 pw in the area Euston","Camden, London","631.765","/p/single-room-flatshare/amazing-single-room-&#163;-145-pw-in-the-area-euston/1144069641"
"Amazing single room &#163; 145 pw in the area Euston","Camden, London","631.765","/p/single-room-flatshare/amazing-single-room-&#163;-145-pw-in-the-area-euston/1144069478"
"Amazing single room &#163; 145 pw in the area Euston","Camden, London","631.765","/p/single-room-flatshare/amazing-single-room-&#163;-145-pw-in-the-area-euston/1144069338"
"Nice single room &#163; 145 pw in the area Warren Street","Camden, London","631.765","/p/single-room-flatshare/nice-single-room-&#163;-145-pw-in-the-area-warren-street/1144067704"
"Nice single room &#163; 145 pw in the area Warren Street","Camden, London","631.765","/p/single-room-flatshare/nice-single-room-&#163;-145-pw-in-the-area-warren-street/1144067603"
"Nice single room &#163; 145 pw in the area Warren Street","Camden, London","631.765","/p/single-room-flatshare/nice-single-room-&#163;-145-pw-in-the-area-warren-street-/1144067314"
"WARWICK AVENUE - Single room in modern housesharing","Maida Vale, London","675.335","/p/single-room-flatshare/warwick-avenue-single-room-in-modern-housesharing/1144066035"
"Single room in Bethnal Green - GREAT LOCATION","Maida Vale, London","653.55","/p/single-room-flatshare/single-room-in-bethnal-green-great-location/1144065617"
"Rooms with Double Beds in 2 Bedroom 2 Bathroom House with Garden in Fulham","Fulham, London","1250.0","/p/single-room-flatshare/rooms-with-double-beds-in-2-bedroom-2-bathroom-house-with-garden-in-fulham/1143977527"
"AVAILABLE NOW!! Bed for a girl in Queen's Park!!","Maida Vale, London","413.915","/p/single-room-flatshare/available-now-bed-for-a-girl-in-queen-s-park-/1143983727"
"CAMDEN TOWN ! SINGLE AND DOUBLE ROOM AVAILABLE IN THE SAME FLAT / JUST 2 MIN WALK TO THE STATION","Camden, London","653.55","/p/single-room-flatshare/camden-town-single-and-double-room-available-in-the-same-flat-just-2-min-walk-to-the-station/1143975823"
"Spotless single room in WARWICK AVENUE","Maida Vale, London","675.335","/p/single-room-flatshare/spotless-single-room-in-warwick-avenue/1143941540"
"Single room in Bethnal Green - GREAT LOCATION!","Tower Hamlets, London","653.55","/p/single-room-flatshare/single-room-in-bethnal-green-great-location-/1143940584"
"Single room with double bed in Queen's Park!! All bills included!!","Kilburn, London","697.12","/p/single-room-flatshare/single-room-with-double-bed-in-queen-s-park-all-bills-included-/1143934870"
"Unmissable single room in Warwick Avenue!!&#163;155pw","Maida Vale, London","675.335","/p/single-room-flatshare/unmissable-single-room-in-warwick-avenue-&#163;155pw/1143934350"
"Cute and compact room for one person on Holland Road, all bills included","Shepherds Bush, London","631.765","/p/single-room-flatshare/cute-and-compact-room-for-one-person-on-holland-road-all-bills-included/1143916516"
"One large double room within large 4 floor house","Hackney, London","544.625","/p/single-room-flatshare/one-large-double-room-within-large-4-floor-house/1143907395"
"Amazing Spacious Single Room, fully furnished with single bed, wardrobe, and storage.","Lambeth, London","375.0","/p/single-room-flatshare/amazing-spacious-single-room-fully-furnished-with-single-bed-wardrobe-and-storage.-/1143902079"
"Single room in Kilburn Park!! &#163;150pw all bills included!!","Kilburn, London","653.55","/p/single-room-flatshare/single-room-in-kilburn-park-&#163;150pw-all-bills-included-/1143848370"
"Nice Room available now near old street angel and hoxton. (Zone 1)","Islington, London","631.765","/p/single-room-flatshare/nice-room-available-now-near-old-street-angel-and-hoxton.-zone-1-/1143837352"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"A MASSIVE BLACK FRIDAY DEAL - SINGLE ROOM was &#163;130 now a RIDICULOUS price of &#163;100 per week, all-in","Whitechapel, London","435.7","/p/single-room-flatshare/a-massive-black-friday-deal-single-room-was-&#163;130-now-a-ridiculous-price-of-&#163;100-per-week-all-in/1143835078"
"*LOVELY SINGLE ROOM* in Dollis Hill , 150pw","Camden, London","653.55","/p/single-room-flatshare/-lovely-single-room-in-dollis-hill-150pw-/1143805934"
"**LOVELY double room SINGLE USE** AT JUST 150PW","Queens Park, London","653.55","/p/single-room-flatshare/-lovely-double-room-single-use-at-just-150pw-/1143804709"
"Central Student Accommodation with a Pool!","Vauxhall, London","1111.035","/p/single-room-flatshare/central-student-accommodation-with-a-pool-/1143764507"
"Nice house share, good location west kengsinton close to tube station bills included in rent","Earls Court, London","871.4","/p/single-room-flatshare/nice-house-share-good-location-west-kengsinton-close-to-tube-station-bills-included-in-rent-/1141058712"
"Single room peckham very clean","Southwark, London","550.0","/p/single-room-flatshare/single-room-peckham-very-clean/1143719343"
"Single room close to Whitechapel","Whitechapel, London","566.41","/p/single-room-flatshare/single-room-close-to-whitechapel/1143713227"
"SIngle Near Tower Bridge, Month to Month contract","Tower Bridge, London","479.27","/p/single-room-flatshare/single-near-tower-bridge-month-to-month-contract/1143696985"
"CHEAP SINGLE CAMDEN","Camden, London","653.55","/p/single-room-flatshare/cheap-single-camden-/1143709777"
"COSY SINGLE ROOM** JUST 150PW , 5 MINS TO THE TUBE, ZONE 2 (( WILLESDEN GREEN ))","Kilburn, London","653.55","/p/single-room-flatshare/cosy-single-room-just-150pw-5-mins-to-the-tube-zone-2-willesden-green-/1143709575"
"IMMACULATE, EN SUITE ROOM to rent, ALL BILLS INCLUDED!","Earls Court, London","849.615","/p/single-room-flatshare/immaculate-en-suite-room-to-rent-all-bills-included-/1143699320"
"AMAZING LOCATION, SINGLE ROOM in CHALK FARM, 2min WALK TO THE STATION","Camden, London","653.55","/p/single-room-flatshare/amazing-location-single-room-in-chalk-farm-2min-walk-to-the-station/1143696147"
"Nice box room to rent in Central London, 2 minutes walking from Edgware Road station! NW1 !! 125&#163; pw","Westminster, London","544.625","/p/single-room-flatshare/nice-box-room-to-rent-in-central-london-2-minutes-walking-from-edgware-road-station-nw1-125&#163;-pw/1143674778"
"Single room in Queen's Park!!&#163;160pw all bills included!!","Kilburn, London","697.12","/p/single-room-flatshare/single-room-in-queen-s-park-&#163;160pw-all-bills-included-/1143662037"
"AVAILABLE NOW!!Single room in Stepney Green!! &#163;155pw","Whitechapel, London","675.335","/p/single-room-flatshare/available-now-single-room-in-stepney-green-&#163;155pw/1143661762"
"Single room in Bethnal Green! &#163;150pw - all bills included!!","Tower Hamlets, London","653.55","/p/single-room-flatshare/single-room-in-bethnal-green-&#163;150pw-all-bills-included-/1143661533"
"One bedroom 1min from the undergrad","Notting Hill, London","","/p/single-room-flatshare/one-bedroom-1min-from-the-undergrad-/1143660634"
"COSY SINGLE ROOM 145PW KILBURN ZONE 2","Kilburn, London","631.765","/p/single-room-flatshare/cosy-single-room-145pw-kilburn-zone-2-/1143647697"
"Single room in Whitechapel!","Whitechapel, London","566.41","/p/single-room-flatshare/single-room-in-whitechapel-/1143642667"
"Nice room available now,near old street & angel station """"""""","Islington, London","631.765","/p/single-room-flatshare/nice-room-available-now-near-old-street-angel-station-/1143639758"
"A single bedroom for a ladies close to Angle station","Angel, London","566.41","/p/single-room-flatshare/a-single-bedroom-for-a-ladies-close-to-angle-station/1143598894"
"Small cheap single room white city estate ASAP!","Shepherds Bush, London","500.0","/p/single-room-flatshare/small-cheap-single-room-white-city-estate-asap-/1143572135"
"Room with a view","Chelsea, London","827.83","/p/single-room-flatshare/room-with-a-view/1143570220"
"Cozy single room in London Euston","Camden, London","2962.76","/p/single-room-flatshare/cozy-single-room-in-london-euston/1143565336"
"Single room in Bethnal Green!! all bills included","Tower Hamlets, London","653.55","/p/single-room-flatshare/single-room-in-bethnal-green-all-bills-included/1143556500"
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;&lhblk;","",""
"Single Room to let / House Share","Kilburn, London","650.0","/p/single-room-flatshare/single-room-to-let-house-share/1146064701"
"Single room (very close to city) in-between Stepney Green & Mile End tube station.. bills included","Whitechapel, London","588.195","/p/single-room-flatshare/single-room-very-close-to-city-in-between-stepney-green-mile-end-tube-station..-bills-included/1143543079"
"Single room close to Whitechapel","Whitechapel, London","566.41","/p/single-room-flatshare/single-room-close-to-whitechapel/1143542569"
"single room Monday to Friday","Kensington, London","600.0","/p/single-room-flatshare/single-room-monday-to-friday/1143539643"
"Mile End Underground Single Room All Bills Included + Wifi Internet Available Now","Tower Hamlets, London","522.84","/p/single-room-flatshare/mile-end-underground-single-room-all-bills-included-wifi-internet-available-now/1143523975"
"**Nice single room available from today 23/11 in east acton zone 2..140pw bills inc**","Acton, London","609.98","/p/single-room-flatshare/-nice-single-room-available-from-today-23-11-in-east-acton-zone-2..140pw-bills-inc-/1143512022"
"CENTRAL LONDON ! SINGLE AND DOUBLE ROOM IN CAMDEN TOWN AREA","Camden, London","653.55","/p/single-room-flatshare/central-london-single-and-double-room-in-camden-town-area/1143501523"
"Single room in Queen's Park!! all bills included!!","Kilburn, London","675.335","/p/single-room-flatshare/single-room-in-queen-s-park-all-bills-included-/1143495714"
"Available NOW!! Single room in Stepney Green!! all bills included!!","Whitechapel, London","675.335","/p/single-room-flatshare/available-now-single-room-in-stepney-green-all-bills-included-/1143494923"
"Single room close to Whitechapel","Whitechapel, London","566.41","/p/single-room-flatshare/single-room-close-to-whitechapel-/1143493836"
"Bedroom - Willesden Green NW25JG / Friendly / 545&#163; + Bills / 1 Person","Kilburn, London","545.0","/p/single-room-flatshare/bedroom-willesden-green-nw25jg-friendly-545&#163;-bills-1-person/1143493508"
"Bright single room","Shepherds Bush, London","566.41","/p/single-room-flatshare/bright-single-room/1143463238"
"VERY NICE ROOM **ONLY FEMALES**","Lambeth, London","470.0","/p/single-room-flatshare/very-nice-room-only-females-/1143453045"
"single room to let in flat in shepherds bush - low deposit.","Shepherds Bush, London","522.84","/p/single-room-flatshare/single-room-to-let-in-flat-in-shepherds-bush-low-deposit.-/1143429462"
"ROOM TO LET IN FLAT IN SHEPHERDS BUSH (3 TO 6 MONTHS). LOW DEPOSIT.","Shepherds Bush, London","522.84","/p/single-room-flatshare/room-to-let-in-flat-in-shepherds-bush-3-to-6-months-.-low-deposit./1136585302"
"**Single room of a lovely flat at Shadwell (looking for a roommate)**","Whitechapel, London","650.0","/p/single-room-flatshare/-single-room-of-a-lovely-flat-at-shadwell-looking-for-a-roommate-/1143270496"
"Single room close to Whitechapel","Whitechapel, London","566.41","/p/single-room-flatshare/single-room-close-to-whitechapel-/1143246331"
"Mile End Underground Single Room All Bills Included + Wifi Internet Available Now","Tower Hamlets, London","522.84","/p/single-room-flatshare/mile-end-underground-single-room-all-bills-included-wifi-internet-available-now/1143238582"
"A single room for a female in a nice flat and close to Angle station","Angel, London","566.41","/p/single-room-flatshare/a-single-room-for-a-female-in-a-nice-flat-and-close-to-angle-station/1143218908"
"Double single use &#163; 157 pw in the area Kentish Town","Islington, London","684.049","/p/single-room-flatshare/double-single-use-&#163;-157-pw-in-the-area-kentish-town/1143203446"
"Nice double single use &#163;145 pw in the area Caledonian Road","Islington, London","631.765","/p/single-room-flatshare/nice-double-single-use-&#163;145-pw-in-the-area-caledonian-road/1143202039"
"Amazing single room &#163; 145 pw in the area Mornington Crescent","Camden, London","631.765","/p/single-room-flatshare/amazing-single-room-&#163;-145-pw-in-the-area-mornington-crescent-/1143201154"
"Amazing single room &#163; 145 pw in the area Mornington Crescent","Camden, London","631.765","/p/single-room-flatshare/amazing-single-room-&#163;-145-pw-in-the-area-mornington-crescent-/1143200925"
"Nice double room &#163;220 pw or single room &#163; 145 pw in the area Warren Street","Camden, London","631.765","/p/single-room-flatshare/nice-double-room-&#163;220-pw-or-single-room-&#163;-145-pw-in-the-area-warren-street/1143198807"
"Single room close to Liverpool St","Whitechapel, London","566.41","/p/single-room-flatshare/single-room-close-to-liverpool-st/1143197481"
"Massive double single use &#163; 176 pw in the area Camden Road NW1 8NY","Kentish Town, London","762.475","/p/single-room-flatshare/massive-double-single-use-&#163;-176-pw-in-the-area-camden-road-nw1-8ny-/1143194094"
